candidat,parti,intentions,erreur_sup,erreur_inf,id,nom_institut,fin_enquete,lower_b,upper_b,fitted,parti_o
Marine Le Pen,Rassemblement national,25,27.0405,22.9595,20210402_0408_ifp,Ifop,2021-04-08,24.208855041818428,28.29536027117408,26.252107656496257,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.0921,24.9079,20210402_0408_ifp,Ifop,2021-04-08,24.208855041818428,28.29536027117408,26.252107656496257,Rassemblement national
Marine Le Pen,Rassemblement national,25,27.0405,22.9595,20210402_0408_ifp,Ifop,2021-04-08,24.208855041818428,28.29536027117408,26.252107656496257,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.0921,24.9079,20210402_0408_ifp,Ifop,2021-04-08,24.208855041818428,28.29536027117408,26.252107656496257,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.067,23.933,20210402_0408_ifp,Ifop,2021-04-08,24.208855041818428,28.29536027117408,26.252107656496257,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.0921,24.9079,20210402_0408_ifp,Ifop,2021-04-08,24.208855041818428,28.29536027117408,26.252107656496257,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.0921,24.9079,20210402_0408_ifp,Ifop,2021-04-08,24.208855041818428,28.29536027117408,26.252107656496257,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.067,23.933,20210402_0408_ifp,Ifop,2021-04-08,24.208855041818428,28.29536027117408,26.252107656496257,Rassemblement national
Marine Le Pen,Rassemblement national,25,27.0405,22.9595,20210402_0408_ifp,Ifop,2021-04-08,24.208855041818428,28.29536027117408,26.252107656496257,Rassemblement national
Marine Le Pen,Rassemblement national,25,27.0405,22.9595,20210402_0408_ifp,Ifop,2021-04-08,24.208855041818428,28.29536027117408,26.252107656496257,Rassemblement national
Marine Le Pen,Rassemblement national,28,30.273,25.727,20210412_0414_elb,Elabe,2021-04-14,24.35453154710126,28.657914213044826,26.50622288007304,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.2073,23.7927,20210412_0414_elb,Elabe,2021-04-14,24.35453154710126,28.657914213044826,26.50622288007304,Rassemblement national
Marine Le Pen,Rassemblement national,27,28.1055,25.8945,20210409_0415_ips,Ipsos,2021-04-15,24.375719492355632,28.713746166354376,26.544732829355,Rassemblement national
Marine Le Pen,Rassemblement national,26,27.0863,24.9137,20210409_0415_ips,Ipsos,2021-04-15,24.375719492355632,28.713746166354376,26.544732829355,Rassemblement national
Marine Le Pen,Rassemblement national,28,29.1243,26.8757,20210409_0415_ips,Ipsos,2021-04-15,24.375719492355632,28.713746166354376,26.544732829355,Rassemblement national
Marine Le Pen,Rassemblement national,23,25.3078,20.6922,20210414_0415_rws,Redfield & Wilton Strategies,2021-04-15,24.375719492355632,28.713746166354376,26.544732829355,Rassemblement national
Marine Le Pen,Rassemblement national,26,29.0381,22.9619,20210416_0419_hi,Harris Interactive,2021-04-19,24.44941757826878,28.92034903856525,26.684883308417007,Rassemblement national
Marine Le Pen,Rassemblement national,26,29.0008,22.9992,20210416_0419_hi,Harris Interactive,2021-04-19,24.44941757826878,28.92034903856525,26.684883308417007,Rassemblement national
Marine Le Pen,Rassemblement national,29,32.0656,25.9344,20210514_0517_hi,Harris Interactive,2021-05-17,24.53236910600095,29.71409866790033,27.123233886950626,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.9993,24.0007,20210514_0517_hi,Harris Interactive,2021-05-17,24.53236910600095,29.71409866790033,27.123233886950626,Rassemblement national
Marine Le Pen,Rassemblement national,29,31.8234,26.1766,20210518_0520_ifp,Ifop,2021-05-20,24.501168972846987,29.739431011738002,27.12029999229248,Rassemblement national
Marine Le Pen,Rassemblement national,29,31.861,26.139,20210518_0520_ifp,Ifop,2021-05-20,24.501168972846987,29.739431011738002,27.12029999229248,Rassemblement national
Marine Le Pen,Rassemblement national,29,31.8959,26.1041,20210518_0520_ifp,Ifop,2021-05-20,24.501168972846987,29.739431011738002,27.12029999229248,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.7913,24.2087,20210518_0520_ifp,Ifop,2021-05-20,24.501168972846987,29.739431011738002,27.12029999229248,Rassemblement national
Marine Le Pen,Rassemblement national,30,32.912,27.088,20210518_0520_ifp,Ifop,2021-05-20,24.501168972846987,29.739431011738002,27.12029999229248,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.964,24.036,20210521_0524_hi,Harris Interactive,2021-05-24,24.448605669631327,29.757095158914815,27.102850414273053,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.9994,24.0006,20210521_0524_hi,Harris Interactive,2021-05-24,24.448605669631327,29.757095158914815,27.102850414273053,Rassemblement national
Marine Le Pen,Rassemblement national,28,30.7068,25.2932,20210528_0531_hi,Harris Interactive,2021-05-31,24.32768824377803,29.74575069104582,27.03671946741191,Rassemblement national
Marine Le Pen,Rassemblement national,28,30.7068,25.2932,20210528_0531_hi,Harris Interactive,2021-05-31,24.32768824377803,29.74575069104582,27.03671946741191,Rassemblement national
Marine Le Pen,Rassemblement national,28,30.7746,25.2254,20210604_0607_hi,Harris Interactive,2021-06-07,24.171940097359784,29.683982968115473,26.92796153273761,Rassemblement national
Marine Le Pen,Rassemblement national,28,30.7746,25.2254,20210604_0607_hi,Harris Interactive,2021-06-07,24.171940097359784,29.683982968115473,26.92796153273761,Rassemblement national
Marine Le Pen,Rassemblement national,28,31.5168,24.4832,20210608_0609_ifp,Ifop,2021-06-09,24.12136826984817,29.657621883180845,26.889495076514482,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.6292,24.3708,20210611_0614_hi,Harris Interactive,2021-06-14,23.983684499295272,29.57570969394589,26.77969709662056,Rassemblement national
Marine Le Pen,Rassemblement national,29,31.7198,26.2802,20210611_0614_hi,Harris Interactive,2021-06-14,23.983684499295272,29.57570969394589,26.77969709662056,Rassemblement national
Marine Le Pen,Rassemblement national,29,31.7536,26.2464,20210611_0614_hi,Harris Interactive,2021-06-14,23.983684499295272,29.57570969394589,26.77969709662056,Rassemblement national
Marine Le Pen,Rassemblement national,29,31.771,26.229,20210611_0614_hi,Harris Interactive,2021-06-14,23.983684499295272,29.57570969394589,26.77969709662056,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.7246,24.2754,20210620_0621_hi,Harris Interactive,2021-06-21,23.661492472299926,29.251370722263726,26.456431597281817,Rassemblement national
Marine Le Pen,Rassemblement national,28,30.7555,25.2445,20210620_0621_hi,Harris Interactive,2021-06-21,23.661492472299926,29.251370722263726,26.456431597281817,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.6919,23.3081,20210620_0621_hi,Harris Interactive,2021-06-21,23.661492472299926,29.251370722263726,26.456431597281817,Rassemblement national
Marine Le Pen,Rassemblement national,24,26.9571,21.0429,20210625_0626_ips,Ipsos,2021-06-26,23.33969436284225,28.871526680874307,26.105610521858285,Rassemblement national
Marine Le Pen,Rassemblement national,25,28.0313,21.9687,20210625_0626_ips,Ipsos,2021-06-26,23.33969436284225,28.871526680874307,26.105610521858285,Rassemblement national
Marine Le Pen,Rassemblement national,26,29.0706,22.9294,20210625_0626_ips,Ipsos,2021-06-26,23.33969436284225,28.871526680874307,26.105610521858285,Rassemblement national
Marine Le Pen,Rassemblement national,25,28.2632,21.7368,20210628_0629_elb,Elabe,2021-06-29,23.13664541565107,28.629112502524837,25.88287895908797,Rassemblement national
Marine Le Pen,Rassemblement national,23,26.1714,19.8286,20210628_0629_elb,Elabe,2021-06-29,23.13664541565107,28.629112502524837,25.88287895908797,Rassemblement national
Marine Le Pen,Rassemblement national,24,27.2185,20.7815,20210628_0629_elb,Elabe,2021-06-29,23.13664541565107,28.629112502524837,25.88287895908797,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.8163,23.1837,20210629_0702_ifp,Ifop,2021-07-02,22.94080077089835,28.40043638101757,25.670618575957985,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.8123,23.1877,20210629_0702_ifp,Ifop,2021-07-02,22.94080077089835,28.40043638101757,25.670618575957985,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.8203,23.1797,20210629_0702_ifp,Ifop,2021-07-02,22.94080077089835,28.40043638101757,25.670618575957985,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.8546,24.1454,20210629_0702_ifp,Ifop,2021-07-02,22.94080077089835,28.40043638101757,25.670618575957985,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.7904,23.2096,20210629_0702_ifp,Ifop,2021-07-02,22.94080077089835,28.40043638101757,25.670618575957985,Rassemblement national
Marine Le Pen,Rassemblement national,24,26.3582,21.6418,20210702_0705_hi,Harris Interactive,2021-07-05,22.764172862418878,28.205641029789902,25.484906946104417,Rassemblement national
Marine Le Pen,Rassemblement national,22,24.2873,19.7127,20210702_0705_hi,Harris Interactive,2021-07-05,22.764172862418878,28.205641029789902,25.484906946104417,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.422,23.578,20210702_0705_hi,Harris Interactive,2021-07-05,22.764172862418878,28.205641029789902,25.484906946104417,Rassemblement national
Marine Le Pen,Rassemblement national,24,24.8639,23.1361,20210704_0723_clu,Cluster17,2021-07-23,21.867698897297853,27.191679207099213,24.52968905219855,Rassemblement national
Marine Le Pen,Rassemblement national,16,16.716,15.284,20210802_0822_clu,Cluster17,2021-08-22,20.421410700427046,25.897578564731546,23.159494632579293,Rassemblement national
Marine Le Pen,Rassemblement national,22,24.6736,19.3264,20210820_0822_ips,Ipsos,2021-08-22,20.421410700427046,25.897578564731546,23.159494632579293,Rassemblement national
Marine Le Pen,Rassemblement national,22.5,25.1798,19.8202,20210820_0822_ips,Ipsos,2021-08-22,20.421410700427046,25.897578564731546,23.159494632579293,Rassemblement national
Marine Le Pen,Rassemblement national,21,23.5847,18.4153,20210820_0822_ips,Ipsos,2021-08-22,20.421410700427046,25.897578564731546,23.159494632579293,Rassemblement national
Marine Le Pen,Rassemblement national,21,23.5991,18.4009,20210820_0822_ips,Ipsos,2021-08-22,20.421410700427046,25.897578564731546,23.159494632579293,Rassemblement national
Marine Le Pen,Rassemblement national,24,26.7879,21.2121,20210820_0823_hi,Harris Interactive,2021-08-23,20.36731025374419,25.870404066040926,23.118857159892556,Rassemblement national
Marine Le Pen,Rassemblement national,23,25.6976,20.3024,20210820_0823_hi,Harris Interactive,2021-08-23,20.36731025374419,25.870404066040926,23.118857159892556,Rassemblement national
Marine Le Pen,Rassemblement national,24,26.7377,21.2623,20210820_0823_hi,Harris Interactive,2021-08-23,20.36731025374419,25.870404066040926,23.118857159892556,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.8458,23.1542,20210820_0823_hi,Harris Interactive,2021-08-23,20.36731025374419,25.870404066040926,23.118857159892556,Rassemblement national
Marine Le Pen,Rassemblement national,24,26.809,21.191,20210827_0830_hi,Harris Interactive,2021-08-30,19.968270358593283,25.71944137187994,22.84385586523661,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.9392,23.0608,20210827_0830_hi,Harris Interactive,2021-08-30,19.968270358593283,25.71944137187994,22.84385586523661,Rassemblement national
Marine Le Pen,Rassemblement national,24,26.8263,21.1737,20210827_0830_hi,Harris Interactive,2021-08-30,19.968270358593283,25.71944137187994,22.84385586523661,Rassemblement national
Marine Le Pen,Rassemblement national,23,25.7679,20.2321,20210827_0830_hi,Harris Interactive,2021-08-30,19.968270358593283,25.71944137187994,22.84385586523661,Rassemblement national
Marine Le Pen,Rassemblement national,22,24.6271,19.3729,20210831_0902_ifp,Ifop,2021-09-02,19.780081662782383,25.633830563705143,22.706956113243766,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.9215,24.0785,20210831_0902_ifp,Ifop,2021-09-02,19.780081662782383,25.633830563705143,22.706956113243766,Rassemblement national
Marine Le Pen,Rassemblement national,24,26.7066,21.2934,20210831_0902_ifp,Ifop,2021-09-02,19.780081662782383,25.633830563705143,22.706956113243766,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.8337,23.1663,20210831_0902_ifp,Ifop,2021-09-02,19.780081662782383,25.633830563705143,22.706956113243766,Rassemblement national
Marine Le Pen,Rassemblement national,21,23.5995,18.4005,20210831_0902_ifp,Ifop,2021-09-02,19.780081662782383,25.633830563705143,22.706956113243766,Rassemblement national
Marine Le Pen,Rassemblement national,25,27.7813,22.2187,20210831_0902_ifp,Ifop,2021-09-02,19.780081662782383,25.633830563705143,22.706956113243766,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.842,23.158,20210831_0902_ifp,Ifop,2021-09-02,19.780081662782383,25.633830563705143,22.706956113243766,Rassemblement national
Marine Le Pen,Rassemblement national,23,25.6615,20.3385,20210831_0902_ifp,Ifop,2021-09-02,19.780081662782383,25.633830563705143,22.706956113243766,Rassemblement national
Marine Le Pen,Rassemblement national,19,22.682,15.318,20210902_0903_ips,Ipsos,2021-09-03,19.71510427748091,25.59376601670638,22.65443514709365,Rassemblement national
Marine Le Pen,Rassemblement national,22,26.002,17.998,20210902_0903_ips,Ipsos,2021-09-03,19.71510427748091,25.59376601670638,22.65443514709365,Rassemblement national
Marine Le Pen,Rassemblement national,23,27.0416,18.9584,20210902_0903_ips,Ipsos,2021-09-03,19.71510427748091,25.59376601670638,22.65443514709365,Rassemblement national
Marine Le Pen,Rassemblement national,22,25.9784,18.0216,20210902_0903_ips,Ipsos,2021-09-03,19.71510427748091,25.59376601670638,22.65443514709365,Rassemblement national
Marine Le Pen,Rassemblement national,20,23.7542,16.2458,20210902_0903_ips,Ipsos,2021-09-03,19.71510427748091,25.59376601670638,22.65443514709365,Rassemblement national
Marine Le Pen,Rassemblement national,19,22.682,15.318,20210902_0903_ips,Ipsos,2021-09-03,19.71510427748091,25.59376601670638,22.65443514709365,Rassemblement national
Marine Le Pen,Rassemblement national,22,24.7007,19.2993,20210903_0906_hi,Harris Interactive,2021-09-06,19.522114028495494,25.463537078085707,22.49282555329061,Rassemblement national
Marine Le Pen,Rassemblement national,24,26.8354,21.1646,20210903_0906_hi,Harris Interactive,2021-09-06,19.522114028495494,25.463537078085707,22.49282555329061,Rassemblement national
Marine Le Pen,Rassemblement national,19,21.5576,16.4424,20210903_0906_hi,Harris Interactive,2021-09-06,19.522114028495494,25.463537078085707,22.49282555329061,Rassemblement national
Marine Le Pen,Rassemblement national,23,25.7274,20.2726,20210903_0906_hi,Harris Interactive,2021-09-06,19.522114028495494,25.463537078085707,22.49282555329061,Rassemblement national
Marine Le Pen,Rassemblement national,23,25.7436,20.2564,20210903_0906_hi,Harris Interactive,2021-09-06,19.522114028495494,25.463537078085707,22.49282555329061,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.9667,23.0333,20210910_0913_hi,Harris Interactive,2021-09-13,19.068151039704023,25.03609691051202,22.052123975108017,Rassemblement national
Marine Le Pen,Rassemblement national,27,30.0415,23.9585,20210910_0913_hi,Harris Interactive,2021-09-13,19.068151039704023,25.03609691051202,22.052123975108017,Rassemblement national
Marine Le Pen,Rassemblement national,19,21.5732,16.4268,20210910_0913_hi,Harris Interactive,2021-09-13,19.068151039704023,25.03609691051202,22.052123975108017,Rassemblement national
Marine Le Pen,Rassemblement national,22,24.7501,19.2499,20210910_0913_hi,Harris Interactive,2021-09-13,19.068151039704023,25.03609691051202,22.052123975108017,Rassemblement national
Marine Le Pen,Rassemblement national,23,25.811,20.189,20210910_0913_hi,Harris Interactive,2021-09-13,19.068151039704023,25.03609691051202,22.052123975108017,Rassemblement national
Marine Le Pen,Rassemblement national,29,32.129,25.871,20210910_0913_hi,Harris Interactive,2021-09-13,19.068151039704023,25.03609691051202,22.052123975108017,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.9481,23.0519,20210910_0913_hi,Harris Interactive,2021-09-13,19.068151039704023,25.03609691051202,22.052123975108017,Rassemblement national
Marine Le Pen,Rassemblement national,23,25.9057,20.0943,20210911_0913_elb,Elabe,2021-09-13,19.068151039704023,25.03609691051202,22.052123975108017,Rassemblement national
Marine Le Pen,Rassemblement national,19,21.6929,16.3071,20210911_0913_elb,Elabe,2021-09-13,19.068151039704023,25.03609691051202,22.052123975108017,Rassemblement national
Marine Le Pen,Rassemblement national,18,20.6372,15.3628,20210911_0913_elb,Elabe,2021-09-13,19.068151039704023,25.03609691051202,22.052123975108017,Rassemblement national
Marine Le Pen,Rassemblement national,23,25.8721,20.1279,20210911_0913_elb,Elabe,2021-09-13,19.068151039704023,25.03609691051202,22.052123975108017,Rassemblement national
Marine Le Pen,Rassemblement national,20,23.094,16.906,20210914_0915_ifp,Ifop,2021-09-15,18.93312274727804,24.872979074955662,21.903050911116843,Rassemblement national
Marine Le Pen,Rassemblement national,18,20.57,15.43,20210917_0920_hi,Harris Interactive,2021-09-20,18.586578017259065,24.406554204863966,21.4965661110615,Rassemblement national
Marine Le Pen,Rassemblement national,19,21.6561,16.3439,20210917_0920_hi,Harris Interactive,2021-09-20,18.586578017259065,24.406554204863966,21.4965661110615,Rassemblement national
Marine Le Pen,Rassemblement national,18,20.5548,15.4452,20210917_0920_hi,Harris Interactive,2021-09-20,18.586578017259065,24.406554204863966,21.4965661110615,Rassemblement national
Marine Le Pen,Rassemblement national,25,28.0502,21.9498,20210922_0923_ow,Opinion Way,2021-09-23,18.3579983867879,24.045982407345058,21.201990397066464,Rassemblement national
Marine Le Pen,Rassemblement national,26,29.0898,22.9102,20210922_0923_ow,Opinion Way,2021-09-23,18.3579983867879,24.045982407345058,21.201990397066464,Rassemblement national
Marine Le Pen,Rassemblement national,25,28.0311,21.9689,20210922_0923_ow,Opinion Way,2021-09-23,18.3579983867879,24.045982407345058,21.201990397066464,Rassemblement national
Marine Le Pen,Rassemblement national,20,22.7827,17.2173,20210922_0923_ow,Opinion Way,2021-09-23,18.3579983867879,24.045982407345058,21.201990397066464,Rassemblement national
Marine Le Pen,Rassemblement national,21.5,24.7669,18.2331,20210922_0923_odx,Odoxa,2021-09-23,18.3579983867879,24.045982407345058,21.201990397066464,Rassemblement national
Marine Le Pen,Rassemblement national,21,24.1966,17.8034,20210922_0923_odx,Odoxa,2021-09-23,18.3579983867879,24.045982407345058,21.201990397066464,Rassemblement national
Marine Le Pen,Rassemblement national,21,24.1966,17.8034,20210922_0923_odx,Odoxa,2021-09-23,18.3579983867879,24.045982407345058,21.201990397066464,Rassemblement national
Marine Le Pen,Rassemblement national,20.5,23.6683,17.3317,20210922_0923_odx,Odoxa,2021-09-23,18.3579983867879,24.045982407345058,21.201990397066464,Rassemblement national
Marine Le Pen,Rassemblement national,16,18.4075,13.5925,20210924_0927_hi,Harris Interactive,2021-09-27,18.029448949164923,23.46419508530572,20.746822017235313,Rassemblement national
Marine Le Pen,Rassemblement national,16,18.4511,13.5489,20210924_0927_hi,Harris Interactive,2021-09-27,18.029448949164923,23.46419508530572,20.746822017235313,Rassemblement national
Marine Le Pen,Rassemblement national,16,18.4218,13.5782,20210924_0927_hi,Harris Interactive,2021-09-27,18.029448949164923,23.46419508530572,20.746822017235313,Rassemblement national
Marine Le Pen,Rassemblement national,25,28.285,21.715,20210929_0930_ips,Ipsos,2021-09-30,17.79673739348892,23.044198278276653,20.42046783588278,Rassemblement national
Marine Le Pen,Rassemblement national,16,18.7355,13.2645,20210929_0930_ips,Ipsos,2021-09-30,17.79673739348892,23.044198278276653,20.42046783588278,Rassemblement national
Marine Le Pen,Rassemblement national,17,19.8338,14.1662,20210929_0930_ips,Ipsos,2021-09-30,17.79673739348892,23.044198278276653,20.42046783588278,Rassemblement national
Marine Le Pen,Rassemblement national,26,29.3465,22.6535,20210929_0930_ips,Ipsos,2021-09-30,17.79673739348892,23.044198278276653,20.42046783588278,Rassemblement national
Marine Le Pen,Rassemblement national,17,19.8338,14.1662,20210929_0930_ips,Ipsos,2021-09-30,17.79673739348892,23.044198278276653,20.42046783588278,Rassemblement national
Marine Le Pen,Rassemblement national,26,29.3276,22.6724,20210929_0930_ips,Ipsos,2021-09-30,17.79673739348892,23.044198278276653,20.42046783588278,Rassemblement national
Marine Le Pen,Rassemblement national,19,21.4619,16.5381,20210929_1001_ifp,Ifop,2021-10-01,17.727726018718027,22.910970018074927,20.319348018396468,Rassemblement national
Marine Le Pen,Rassemblement national,19.5,21.9968,17.0032,20210929_1001_ifp,Ifop,2021-10-01,17.727726018718027,22.910970018074927,20.319348018396468,Rassemblement national
Marine Le Pen,Rassemblement national,23,25.6632,20.3368,20210929_1001_ifp,Ifop,2021-10-01,17.727726018718027,22.910970018074927,20.319348018396468,Rassemblement national
Marine Le Pen,Rassemblement national,18,20.3929,15.6071,20210929_1001_ifp,Ifop,2021-10-01,17.727726018718027,22.910970018074927,20.319348018396468,Rassemblement national
Marine Le Pen,Rassemblement national,21,23.5941,18.4059,20210929_1001_ifp,Ifop,2021-10-01,17.727726018718027,22.910970018074927,20.319348018396468,Rassemblement national
Marine Le Pen,Rassemblement national,25,27.7777,22.2223,20210929_1001_ifp,Ifop,2021-10-01,17.727726018718027,22.910970018074927,20.319348018396468,Rassemblement national
Marine Le Pen,Rassemblement national,25,27.7697,22.2303,20210929_1001_ifp,Ifop,2021-10-01,17.727726018718027,22.910970018074927,20.319348018396468,Rassemblement national
Marine Le Pen,Rassemblement national,15,17.3294,12.6706,20211001_1004_hi,Harris Interactive,2021-10-04,17.539903511591564,22.48076220752509,20.01033285955832,Rassemblement national
Marine Le Pen,Rassemblement national,16,18.4058,13.5942,20211001_1004_hi,Harris Interactive,2021-10-04,17.539903511591564,22.48076220752509,20.01033285955832,Rassemblement national
Marine Le Pen,Rassemblement national,15,17.3294,12.6706,20211001_1004_hi,Harris Interactive,2021-10-04,17.539903511591564,22.48076220752509,20.01033285955832,Rassemblement national
Marine Le Pen,Rassemblement national,18,20.8766,15.1234,20211005_1006_ifp,Ifop,2021-10-06,17.4029832705146,22.201997971493327,19.802490621003958,Rassemblement national
Marine Le Pen,Rassemblement national,16,18.7141,13.2859,20211005_1006_ifp,Ifop,2021-10-06,17.4029832705146,22.201997971493327,19.802490621003958,Rassemblement national
Marine Le Pen,Rassemblement national,16,18.5302,13.4698,20211005_1006_elb,Elabe,2021-10-06,17.4029832705146,22.201997971493327,19.802490621003958,Rassemblement national
Marine Le Pen,Rassemblement national,18,20.6985,15.3015,20211005_1006_elb,Elabe,2021-10-06,17.4029832705146,22.201997971493327,19.802490621003958,Rassemblement national
Marine Le Pen,Rassemblement national,17,19.6228,14.3772,20211005_1006_elb,Elabe,2021-10-06,17.4029832705146,22.201997971493327,19.802490621003958,Rassemblement national
Marine Le Pen,Rassemblement national,25,28.0414,21.9586,20211005_1006_elb,Elabe,2021-10-06,17.4029832705146,22.201997971493327,19.802490621003958,Rassemblement national
Marine Le Pen,Rassemblement national,23,25.9213,20.0787,20211005_1006_elb,Elabe,2021-10-06,17.4029832705146,22.201997971493327,19.802490621003958,Rassemblement national
Marine Le Pen,Rassemblement national,24,26.9998,21.0002,20211005_1006_elb,Elabe,2021-10-06,17.4029832705146,22.201997971493327,19.802490621003958,Rassemblement national
Marine Le Pen,Rassemblement national,17,19.4916,14.5084,20211007_1011_bva,BVA,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,17,19.4916,14.5084,20211007_1011_bva,BVA,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,24,26.8676,21.1324,20211007_1011_bva,BVA,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,25,27.9074,22.0926,20211007_1011_bva,BVA,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,16,18.4172,13.5828,20211007_1011_bva,BVA,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,25,27.9074,22.0926,20211007_1011_bva,BVA,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,27,29.9823,24.0177,20211008_1011_hi,Harris Interactive,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,16,18.4041,13.5959,20211008_1011_hi,Harris Interactive,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.9466,23.0534,20211008_1011_hi,Harris Interactive,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,15,17.3415,12.6585,20211008_1011_hi,Harris Interactive,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,15,17.3279,12.6721,20211008_1011_hi,Harris Interactive,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,26,28.9285,23.0715,20211008_1011_hi,Harris Interactive,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,18,19.7225,16.2775,20211005_1011_odx,Odoxa,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,18.5,20.2874,16.7126,20211005_1011_odx,Odoxa,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,18,19.68,16.32,20211005_1011_odx,Odoxa,2021-10-11,17.028503391645664,21.481059107288203,19.254781249466944,Rassemblement national
Marine Le Pen,Rassemblement national,18.5,19.8001,17.1999,20211009_1013_ifp,Ifop,2021-10-13,16.862555496997064,21.213988942837055,19.03827221991707,Rassemblement national
Marine Le Pen,Rassemblement national,18,19.2855,16.7145,20211009_1013_ifp,Ifop,2021-10-13,16.862555496997064,21.213988942837055,19.03827221991707,Rassemblement national
Marine Le Pen,Rassemblement national,17,18.2569,15.7431,20211009_1013_ifp,Ifop,2021-10-13,16.862555496997064,21.213988942837055,19.03827221991707,Rassemblement national
Marine Le Pen,Rassemblement national,15,15.7457,14.2543,20211007_1013_ips,Ipsos,2021-10-13,16.862555496997064,21.213988942837055,19.03827221991707,Rassemblement national
Marine Le Pen,Rassemblement national,25,25.922,24.078,20211007_1013_ips,Ipsos,2021-10-13,16.862555496997064,21.213988942837055,19.03827221991707,Rassemblement national
Marine Le Pen,Rassemblement national,16,16.7698,15.2302,20211007_1013_ips,Ipsos,2021-10-13,16.862555496997064,21.213988942837055,19.03827221991707,Rassemblement national
Marine Le Pen,Rassemblement national,24,24.9043,23.0957,20211007_1013_ips,Ipsos,2021-10-13,16.862555496997064,21.213988942837055,19.03827221991707,Rassemblement national
Marine Le Pen,Rassemblement national,16,16.7677,15.2323,20211007_1013_ips,Ipsos,2021-10-13,16.862555496997064,21.213988942837055,19.03827221991707,Rassemblement national
Marine Le Pen,Rassemblement national,25,25.922,24.078,20211007_1013_ips,Ipsos,2021-10-13,16.862555496997064,21.213988942837055,19.03827221991707,Rassemblement national
Marine Le Pen,Rassemblement national,16,17.7505,14.2495,20211015_1018_hi,Harris Interactive,2021-10-18,16.374251658000883,20.472128818363892,18.42319023818238,Rassemblement national
Marine Le Pen,Rassemblement national,16,17.73,14.27,20211015_1018_hi,Harris Interactive,2021-10-18,16.374251658000883,20.472128818363892,18.42319023818238,Rassemblement national
Marine Le Pen,Rassemblement national,16,17.7401,14.2599,20211015_1018_hi,Harris Interactive,2021-10-18,16.374251658000883,20.472128818363892,18.42319023818238,Rassemblement national
Marine Le Pen,Rassemblement national,13,13.808,12.192,20211001_1018_clu,Cluster17,2021-10-18,16.374251658000883,20.472128818363892,18.42319023818238,Rassemblement national
Marine Le Pen,Rassemblement national,19,21.6556,16.3444,20211018_1020_ow,Opinion Way,2021-10-20,16.182732905303787,20.19385151402623,18.188292209664993,Rassemblement national
